stock_id,Date,Open,High,Low,Close,Volume
1,8/5/2016,106.269997,108.940002,106.18,107.93,146398800
1,8/12/2016,107.779999,110.230003,107.779999,109.080002,125663700
1,8/19/2016,108.769997,109.690002,106.68,107.57,121207300
1,8/26/2016,107.410004,107.949997,105.5,106.730003,133964400
1,9/2/2016,107.699997,108.760002,105.239998,105.519997,149049200
1,9/9/2016,104.639999,115.730003,102.529999,115.57,354898300
1,9/16/2016,115.120003,116.18,112.440002,114.620003,228501400
1,9/23/2016,114.419998,114.790001,111.550003,112.18,172486100
1,9/30/2016,112.459999,114.339996,111.800003,113.889999,138050100
1,10/7/2016,114.309998,118.690002,113.510002,116.980003,197414600
1,10/14/2016,117.879997,118.209999,113.800003,117.059998,127991000
1,10/21/2016,116.809998,118.360001,113.309998,114.480003,195556600
1,10/28/2016,113.870003,115.209999,109.550003,109.830002,163371200
1,11/4/2016,108.529999,111.720001,105.830002,107.790001,203962100
1,11/11/2016,107.120003,110.349998,104.080002,109.949997,204056400
1,11/18/2016,109.720001,112.419998,109.660004,111.230003,111085400
1,11/25/2016,111.129997,112.470001,109.029999,109.489998,140447900
1,12/2/2016,109.169998,112.43,108.25,112.120003,144115000
1,12/9/2016,112.309998,116.730003,112.309998,115.82,185067100
1,12/16/2016,116.470001,117.5,115.639999,116.290001,143424600
1,12/23/2016,115.589996,118.019997,115.589996,116.730003,68491800
1,12/30/2016,116.650002,117.199997,114.760002,116.610001,102679900
1,1/6/2017,116.779999,119.93,116.470001,119.25,144450700
1,1/13/2017,119.110001,120.5,118.220001,119.779999,109862000
1,1/20/2017,120.449997,122.440002,119.5,121.940002,136574300
1,1/27/2017,122.139999,130.490005,120.620003,128.529999,245836800
1,2/3/2017,128.309998,132.449997,128.160004,132.419998,140891000
1,2/10/2017,132.460007,136.270004,132.050003,135.350006,134534800
1,2/17/2017,135.100006,137.479996,135.100006,136.529999,88330500
1,2/24/2017,135.910004,140.279999,135.279999,138.960007,128142500
1,3/3/2017,138.779999,139.979996,137.050003,138.679993,101167500
1,3/10/2017,139.25,141.020004,138.639999,140.690002,97267400
1,3/17/2017,141,142.800003,139.729996,140.919998,151163400
1,3/24/2017,141.5,144.5,138.619995,143.929993,129742800
1,3/31/2017,143.720001,145.460007,143.009995,143.660004,108405700
1,4/7/2017,143.729996,144.179993,140.059998,141.050003,104157900
1,4/14/2017,141.479996,142.919998,140.449997,142.440002,71927600
1,4/21/2017,142.440002,144.899994,141.850006,143.789993,87614200
1,4/28/2017,144.089996,148.089996,143.270004,146.529999,168884400
1,5/5/2017,146.759995,154.880005,146.759995,153.949997,168271300
1,5/12/2017,154.699997,156.649994,149.710007,152.539993,162921100
1,5/19/2017,153.380005,154.899994,152.630005,153.869995,108259700
1,5/26/2017,154,154.429993,152.220001,153.179993,82909800
1,6/2/2017,153.580002,155.979996,152.889999,154.990005,122047700
1,6/9/2017,155.190002,155.190002,142.210007,144.289993,235052000
1,6/16/2017,143.779999,146.869995,142.199997,145.630005,148174700
1,6/23/2017,145.130005,148.279999,142.279999,143.679993,139475500
1,6/30/2017,144.449997,145.300003,142.410004,142.729996,83000300
1,7/7/2017,142.899994,148.490005,142.899994,147.770004,110158000
1,7/14/2017,147.970001,151.740005,147.330002,150.339996,99961100
1,7/21/2017,149.990005,153.990005,147.300003,150.559998,114857000
1,7/28/2017,149.889999,159.75,148.130005,155.570007,169462300
1,8/4/2017,156.070007,161.830002,154.630005,155.320007,145571900
1,8/11/2017,156.600006,162.509995,156.070007,157.860001,133457500
1,8/18/2017,157.860001,160.740005,155.110001,159.270004,114619200
1,8/25/2017,159.649994,164.520004,159.270004,164,135017700
1,9/1/2017,164.800003,164.940002,160.360001,161.259995,89639800
1,9/8/2017,160.860001,163.960007,157.910004,158.279999,200574400
1,9/15/2017,158.470001,160.970001,152.75,153.389999,188657700
1,9/22/2017,151.539993,154.720001,149.160004,153.279999,175202400
1,9/29/2017,153.210007,155.440002,152,155.389999,102676500
1,10/6/2017,154.970001,158,154.559998,156,82318200
1,10/13/2017,156.729996,160.869995,155.020004,155.979996,118471400
1,10/20/2017,156.610001,157.830002,155.270004,157.410004,101923200
1,10/27/2017,159.289993,169.940002,158.699997,168.110001,200233000
1,11/3/2017,174,176.240005,171.119995,175.880005,172678500
1,11/10/2017,175.110001,175.380005,168.380005,171.100006,119705700
1,11/17/2017,171.039993,175,169.559998,174.960007,88882100
1,11/24/2017,175.100006,175.5,167.160004,171.850006,144365900
1,12/1/2017,169.949997,172.619995,166.460007,169.320007,153885200
1,12/8/2017,170.490005,173.539993,168.789993,172.220001,122333100
1,12/15/2017,173.630005,177.199997,172.460007,175.009995,141452300
1,12/22/2017,174.679993,175.419998,169.679993,171.080002,87513300
1,12/29/2017,170.520004,174.550003,169.220001,173.029999,103508300
1,1/5/2018,173.440002,175.610001,173,175.279999,108439400
1,1/12/2018,176.179993,180.100006,175.070007,179.259995,120564200
1,1/19/2018,178.610001,179.580002,170.529999,171.110001,184856900
1,1/26/2018,172,172,164.699997,167.779999,215541300
1,2/2/2018,166,166.800003,154,155.149994,333575200
1,2/9/2018,157.070007,173.089996,150.240005,172.990005,255833400
1,2/16/2018,172.360001,174.820007,171.009995,172.5,142570100
1,2/23/2018,173.669998,180.619995,172.660004,175,197486800
1,3/2/2018,172.800003,178.25,172.449997,176.940002,146121500
1,3/9/2018,177.960007,183.5,177.389999,178.649994,148198000
1,3/16/2018,178.649994,179.119995,168.600006,168.850006,171046600
1,3/23/2018,168.389999,175.149994,164.940002,167.779999,199559600
1,3/30/2018,166.639999,174.229996,164.470001,172.800003,129403500
1,4/6/2018,170.970001,175,168.199997,174.139999,137752500
1,4/13/2018,174.779999,178.940002,172.660004,172.800003,128871400
1,4/20/2018,170.600006,171.220001,161.220001,164.220001,192043700
1,4/27/2018,164,177.75,160.630005,176.889999,232260200
1,5/4/2018,178.25,190.369995,178.169998,190.039993,178256000
1,5/11/2018,189.490005,190.059998,185.100006,186.990005,107163300
1,5/18/2018,187.190002,189.270004,185.759995,188.149994,95231600
1,5/25/2018,188.229996,189.649994,186.139999,186.869995,86148400
1,6/1/2018,187.990005,194.199997,187.75,193.460007,113555500
1,6/8/2018,191.169998,192.880005,189.770004,190.800003,105124900
1,6/15/2018,190.029999,190.160004,183.449997,185.460007,160123200
1,6/22/2018,186.119995,187.279999,180.729996,185.5,126083200
1,6/29/2018,186.289993,187.949997,182.910004,185.399994,71028000
1,7/6/2018,185.419998,191.410004,185.199997,191.029999,90053500
1,7/13/2018,191.080002,192.649994,189.199997,191.880005,79771700
1,7/20/2018,191.779999,195.960007,189.559998,194.210007,91149400
1,7/27/2018,194.990005,208.380005,189.070007,207.389999,214766200
1,8/3/2018,207.029999,209.779999,204.520004,208.880005,130478300
1,8/10/2018,207.360001,213.809998,206.669998,213.320007,128558100
1,8/17/2018,213.440002,219.179993,213.160004,215.490005,129775800
1,8/24/2018,216.600006,228.259995,215.110001,225.029999,137826900
1,8/31/2018,226.509995,229.669998,221.300003,223.100006,138353200
1,9/7/2018,221.850006,228.350006,216.470001,226.410004,203870400
1,9/14/2018,225.75,226.839996,215.300003,220.029999,154498700
1,9/21/2018,220.779999,226.440002,216.630005,224.949997,202660400
1,9/28/2018,224.789993,233.470001,224.020004,227.990005,132015200
1,10/5/2018,227.960007,228.410004,212.320007,214.449997,185250400
1,10/12/2018,220.419998,222.990005,213,216.020004,155779600
1,10/19/2018,218.059998,224.229996,214.539993,219.800003,171419900
1,10/26/2018,215.899994,222.360001,206.089996,222.220001,226536000
1,11/2/2018,209.550003,213.649994,198.169998,208.490005,248162300
1,11/9/2018,205.550003,206.009995,185.929993,191.410004,239664000
1,11/16/2018,190.5,194.970001,175.509995,176.779999,177803000
1,11/23/2018,174.940002,182.800003,170.259995,179.550003,197842400
1,11/30/2018,180.289993,184.940002,170.419998,174.720001,164776700
1,12/7/2018,173.490005,174.490005,163.330002,170.949997,219115600
1,12/14/2018,169,169.080002,155.300003,156.830002,232653400
1,12/21/2018,156.860001,158.160004,146.589996,156.149994,244613400
1,12/28/2018,157.5,159.360001,142,142.190002,205646800
1,1/4/2019,144.529999,154.529999,143.800003,153.800003,235290000
1,1/11/2019,152.880005,157.660004,149.220001,155.860001,148564200
1,1/18/2019,157.5,157.880005,151.699997,152.699997,112717100
1,1/25/2019,155.479996,169,153.660004,166.440002,203164200
1,2/1/2019,166.960007,175.570007,165.929993,170.940002,160246500
1,2/8/2019,168.990005,172.479996,168.419998,170.800003,111422800
1,2/15/2019,171.25,173.320007,169.490005,171.059998,86963700
1,2/22/2019,171.580002,175.869995,171.380005,173.149994,113907600
1,3/1/2019,174.279999,177.75,172.020004,172.5,118666600
1,3/8/2019,170.320007,184.100006,169.5,183.729996,143090000
1,3/15/2019,184.850006,196.330002,183.740005,195.089996,178978500
1,3/22/2019,195.339996,197.690002,184.580002,188.720001,186682300
1,3/29/2019,189.830002,196.5,188.380005,195.690002,116577800
1,4/5/2019,196.449997,202.850006,195.929993,198.949997,122772600
1,4/12/2019,199.199997,204.149994,196.210007,203.860001,124096300
1,4/19/2019,202.830002,208.479996,202.339996,205.279999,78846300
1,4/26/2019,204.899994,215.309998,199.110001,209.149994,184212300
1,5/3/2019,210.889999,211.839996,196.660004,200.720001,153347300
1,5/10/2019,197.419998,198.850006,182.850006,190.080002,194745100
1,5/17/2019,186.929993,190.899994,177.809998,179.660004,166134500
1,5/24/2019,180.199997,182.139999,176,178.300003,101362500
1,5/31/2019,176.229996,185.470001,170.270004,185.220001,150707400
1,6/7/2019,186.509995,196.789993,185.770004,194.149994,123734600
1,6/14/2019,191.550003,200.610001,190.300003,199.460007,102619800
1,6/21/2019,198.800003,201.570007,195.289993,199.740005,134058500
1,6/28/2019,198.679993,204.490005,197.050003,204.410004,86724500
1,7/5/2019,203.350006,205.080002,198.410004,201.75,101271000
1,7/12/2019,202.449997,206.110001,202.199997,205.660004,84099100
1,7/19/2019,205.789993,209.240005,202.360001,207.020004,90463600
1,7/26/2019,207.479996,221.369995,206.740005,208.429993,196527300
1,8/2/2019,205.529999,206.429993,192.580002,203.429993,189453800
1,8/9/2019,201.300003,212.139999,199.149994,201.740005,158087900
1,8/16/2019,204.279999,214.440002,203.839996,212.460007,122707400
1,8/23/2019,209.429993,212.050003,201,209.009995,135664200
1,8/30/2019,210.160004,213.970001,204.220001,213.279999,84268200
1,9/6/2019,214.050003,226.419998,211.070007,223.089996,154965900
1,9/13/2019,220,223.759995,217.020004,220.960007,126640700
1,9/20/2019,221.380005,222.559998,217.139999,219.889999,146506300
1,9/27/2019,220.539993,228.220001,215.130005,220.820007,149354000
1,10/4/2019,225.639999,230.440002,223.889999,230.089996,140097200
1,10/11/2019,232.949997,238.130005,232.309998,235.279999,123017900
1,10/18/2019,234.589996,244.800003,234.289993,243.580002,103019600
1,10/25/2019,243.160004,249.75,237.259995,248.759995,144143400
2,1/1/2016,2.77,2.82,2.26,2.28,91452000
2,1/8/2016,2.36,2.46,2.1,2.21,97854100
2,1/15/2016,2.1,2.18,1.75,2.09,95809700
2,1/22/2016,2.11,2.18,1.98,2.08,58375400
2,1/29/2016,2.09,2.2,1.95,2.09,50301700
2,2/5/2016,2.06,2.08,1.81,1.86,51819300
2,2/12/2016,1.89,1.98,1.82,1.91,46404300
2,2/19/2016,1.93,2.06,1.83,2.03,36910800
2,2/26/2016,2.04,2.55,2.03,2.46,61261100
2,3/4/2016,2.42,2.5,2.15,2.26,56916100
2,3/11/2016,2.29,2.81,2.29,2.8,118820500
2,3/18/2016,2.8,2.93,2.62,2.79,70318500
2,3/25/2016,2.81,2.98,2.7,2.85,45317300
2,4/1/2016,2.79,2.88,2.61,2.64,49502800
2,4/8/2016,2.7,2.85,2.68,2.72,50699300
2,4/15/2016,2.72,2.8,2.6,2.62,50029500
2,4/22/2016,3.19,3.99,3.18,3.61,304626900
2,4/29/2016,3.69,3.8,3.45,3.66,78693500
2,5/6/2016,3.65,3.75,3.45,3.59,54349900
2,5/13/2016,3.56,3.98,3.55,3.77,88424400
2,5/20/2016,3.83,4.38,3.81,4.35,130879800
2,5/27/2016,4.39,4.71,4.07,4.24,124840200
2,6/3/2016,4.16,4.67,4.08,4.52,91861000
2,6/10/2016,4.4,4.75,4.3,4.75,91122600
2,6/17/2016,4.75,5.52,4.68,5.21,221402500
2,6/24/2016,4.82,5.4,4.65,5.14,156225000
2,7/1/2016,5.09,5.14,4.88,5.02,69795100
2,7/8/2016,4.84,5.24,4.82,5.17,104083700
2,7/15/2016,5.2,5.57,5.1,5.22,136622700
2,7/22/2016,5.73,7.16,5.45,6.82,367480400
2,7/29/2016,6.88,6.96,6.15,6.47,136344700
2,8/5/2016,6.56,6.85,6.25,6.58,100709600
2,8/12/2016,6.6,7.07,6.55,7.04,125149200
2,8/19/2016,7.24,8,7.2,7.47,183574800
2,8/26/2016,7.49,7.8,7.09,7.35,105485700
2,9/2/2016,7.49,7.64,6.15,6.23,192069600
2,9/9/2016,6.23,6.24,5.66,6.02,416582500
2,9/16/2016,6.22,6.44,5.97,6.37,183955700
2,9/23/2016,6.31,6.73,6.29,6.67,179558500
2,9/30/2016,6.7,7.15,6.63,6.96,161975100
2,10/7/2016,6.92,6.96,6.24,6.49,143364700
2,10/14/2016,6.92,7.12,6.57,6.96,210538400
2,10/21/2016,6.5,7.5,6.37,7.11,281527400
2,10/28/2016,7.1,7.53,6.56,6.7,227039900
2,11/4/2016,6.69,7.18,6.22,6.3,217172400
2,11/11/2016,6.64,8.77,6.47,8.46,300316700
2,11/18/2016,8.68,9.22,8.4,8.8,233890900
2,11/25/2016,8.8,9.23,8.26,8.39,188147600
2,12/2/2016,8.38,10.66,8.38,10.34,325562200
2,12/9/2016,10.38,10.93,9.87,10.86,266751400
2,12/16/2016,10.94,11.75,10.52,11.6,264442600
2,12/23/2016,11.3,12.42,11.01,11.59,198113500
2,12/30/2016,11.7,11.78,11.02,11.24,178913800
2,1/6/2017,11.29,11.64,10.33,10.76,215581000
2,1/13/2017,10.79,10.87,9.42,9.77,206818200
2,1/20/2017,9.88,10.98,9.67,10.52,197523700
2,1/27/2017,10.6,12.66,10.22,12.28,406412900
2,2/3/2017,12.37,14.27,12.04,13.42,508477400
2,2/10/2017,13.86,13.95,12.84,12.97,238696300
2,2/17/2017,12.79,14.5,12.6,14.32,259067700
2,2/24/2017,14,15.55,13.86,13.9,461275800
2,3/3/2017,13.55,13.58,12.38,13.33,473793700
2,3/10/2017,13.5,14.68,13.45,13.65,290449200
2,3/17/2017,13.62,14.5,13.36,13.79,494800000
2,3/24/2017,14.16,14.18,13.21,14.05,212202800
2,3/31/2017,14.1,14.75,12.83,13.27,389719700
2,4/7/2017,13.33,13.68,12.22,12.31,268363600
2,4/14/2017,12.53,13.21,12.37,13.11,153827400
2,4/21/2017,13.08,13.7,12.9,13.62,165663000
2,4/28/2017,13.73,13.76,9.85,10.1,604679600
2,5/5/2017,10.13,11.26,9.94,11.07,276819800
2,5/12/2017,11.2,12.77,10.81,11.28,519834100
2,5/19/2017,11.47,11.62,10.62,10.98,255303900
2,5/26/2017,10.85,11.49,10.74,10.93,158177600
2,6/2/2017,10.93,12.96,10.57,12.9,464783100
2,6/9/2017,13.1,13.4,11.21,11.5,494113900
2,6/16/2017,19.23,23.076,13.461,25.03,577974900
2,6/23/2017,14.15,14.67,12.45,12.6,564010800
2,6/30/2017,12.57,13.32,12.13,13.02,287574500
2,7/7/2017,13.27,14.49,13.18,13.53,427979900
2,7/14/2017,13.46,14.12,13.15,13.8,331807200
2,7/21/2017,13.7,15.65,13.62,14.12,586494700
2,7/28/2017,13.85,14.22,13.08,13.24,305082000
2,8/4/2017,13.2,13.57,12.11,12.12,311053700
2,8/11/2017,12.04,13.19,11.88,12.34,297985600
2,8/18/2017,12.43,12.71,11.86,12.5,217058500
2,8/25/2017,12.51,13.16,11.93,13,195074800
2,9/1/2017,13.12,13.49,12.6,12.63,174603400
2,9/8/2017,12.57,12.74,12.04,12.26,233076300
2,9/15/2017,12.33,14.24,12.31,13.41,468814300
2,9/22/2017,13.2,13.4,12.43,12.74,298780700
2,9/29/2017,12.77,13.5,12.6,13.34,230623800
2,10/6/2017,13.22,14.37,13.18,14.2,234215900
2,10/13/2017,14.32,14.41,13.69,13.95,173464200
2,10/20/2017,14.03,14.36,12,12.01,421656000
2,10/27/2017,12.17,12.19,10.65,10.85,446853500
2,11/3/2017,10.95,12.27,10.82,11.12,344400500
2,11/10/2017,11.22,11.43,10.77,11.25,206848300
2,11/17/2017,11.3,11.75,11.19,11.37,148434000
2,11/24/2017,11.38,11.74,10.73,10.89,224698600
2,12/1/2017,10.81,10.97,9.7,10.04,278379000
2,12/8/2017,10.15,10.21,9.88,10.13,171566000
2,12/15/2017,10.13,11.19,10.02,10.89,206417500
2,12/22/2017,10.75,10.77,10.2,10.55,112713600
2,12/29/2017,10.57,12.43,10.27,12.12,334394900
2,1/5/2018,12.19,12.3,11.56,12.14,280631900
2,1/12/2018,11.82,12.68,11.8,12.47,190942900
2,1/19/2018,12.56,13.05,12.32,12.41,212899500
2,1/26/2018,12.7,13.85,12.62,13.25,410641900
2,2/2/2018,13.05,13.06,10.93,11.22,395354900
2,2/9/2018,11.54,12.63,10.63,12.19,293631100
2,2/16/2018,12.11,12.23,11.63,11.84,172510900
2,2/23/2018,11.95,12.88,11.66,11.9,238153000
2,3/2/2018,11.67,12.82,11.43,11.97,352223900
2,3/9/2018,12.03,12.04,11.1,11.46,494640400
2,3/16/2018,11.49,11.74,10.85,10.91,260652400
2,3/23/2018,10.91,10.97,9.79,10.05,312787800
2,3/30/2018,9.99,10.2,9.04,10.02,252831900
2,4/6/2018,9.83,10.1,9.5,10.08,209272600
2,4/13/2018,10.2,10.65,9.88,10.11,213462300
2,4/20/2018,10.05,11.19,9.56,11.04,362837500
2,4/27/2018,11.2,11.36,10.77,10.93,230976100
2,5/4/2018,10.88,12.18,10.87,12.13,236455200
2,5/11/2018,11.89,12.98,11.69,12.82,250367200
2,5/18/2018,13.06,13.43,12.71,13.41,239348100
2,5/25/2018,13.4,13.95,13.26,13.73,188412700
2,6/1/2018,13.98,15.97,13.92,14.89,399295900
2,6/8/2018,14.52,16.790001,14.31,16.25,432946600
2,6/15/2018,16.059999,17.34,15.46,15.65,446391500
2,6/22/2018,15.78,15.91,14.54,15.31,312620100
2,6/29/2018,15.41,15.5,14.74,15.5,157723900
2,7/6/2018,15.52,16.84,15.48,16.559999,247452400
2,7/13/2018,16.68,17,16.219999,16.709999,230352200
2,7/20/2018,16.66,18.450001,15.72,18.35,421288100
2,7/27/2018,19.07,20.18,18,18.790001,569492900
2,8/3/2018,18.940001,19.77,18.370001,19.1,308369200
2,8/10/2018,19.09,20.280001,18.85,19.33,392517300
2,8/17/2018,19.120001,22.32,18.73,22.290001,354675600
2,8/24/2018,22.91,27.299999,22.67,24.889999,951988300
2,8/31/2018,24.889999,29.940001,24.719999,27.84,659039600
2,9/7/2018,26.959999,34.139999,26.799999,30.48,947541700
2,9/14/2018,31.43,33.369999,30.51,31.18,822250100
2,9/21/2018,31.190001,33.599998,30.91,32.59,533977400
2,9/28/2018,32.240002,32.779999,26.540001,27.780001,691441300
2,10/5/2018,28.07,28.469999,24.549999,25.299999,591956500
2,10/12/2018,26.77,28.530001,25.67,26.620001,443202500
2,10/19/2018,27.030001,27.1,17.719999,19.27,670384600
2,10/26/2018,18.49,20.33,16.17,20.219999,560578200
2,11/2/2018,20.59,22.219999,18.879999,21.200001,590303800
2,11/9/2018,20.77,21.77,18.799999,21.49,462034700
2,11/16/2018,19.870001,20.969999,17.18,18.73,397409800
2,11/23/2018,18.610001,21.879999,18.559999,21.43,471331400
2,11/30/2018,21.299999,23.75,20.059999,21.299999,452805700
2,12/7/2018,21.299999,21.379999,19.17,19.860001,460225400
2,12/14/2018,19.58,20.700001,17.34,17.940001,541703400
2,12/21/2018,18.120001,18.34,16.030001,17.49,415363900
2,12/28/2018,17.530001,19,16.940001,17.049999,398372900
2,1/4/2019,17.549999,21.440001,17.43,19.74,619880100
2,1/11/2019,19.469999,20.68,19.02,20.25,375114500
2,1/18/2019,20.370001,21.049999,19.549999,20.85,341889400
2,1/25/2019,20.99,25.139999,19.049999,24.41,770602900
2,2/1/2019,24.610001,24.84,22.32,22.67,463834200
2,2/8/2019,22.33,23.559999,22.27,23.129999,328288800
2,2/15/2019,23.58,24.41,23.200001,23.92,242861800
2,2/22/2019,24.049999,25.52,23.110001,23.530001,266376000
2,3/1/2019,23.969999,24.190001,21.73,22.08,244360000
2,3/8/2019,21.35,24.15,21.040001,22.82,260322900
2,3/15/2019,23.1,28.110001,23.01,27.889999,518206300
2,3/22/2019,27.540001,27.75,24.549999,25.059999,422768400
2,3/29/2019,25.58,29.950001,25.25,29.09,449703500
2,4/5/2019,29.639999,29.690001,27.190001,27.790001,308374300
2,4/12/2019,28.209999,28.379999,26.959999,27.68,217323100
2,4/19/2019,27.620001,28.860001,27.360001,27.66,187369200
2,4/26/2019,27.66,29.15,26.610001,28.290001,403108200
2,5/3/2019,28.299999,28.42,26.030001,27.209999,340834400
2,5/10/2019,27.030001,28.370001,26.1,28.01,387948400
2,5/17/2019,27.690001,28.459999,26.030001,26.360001,289066500
2,5/24/2019,26.610001,29.67,26.4,28.030001,352044100
2,5/31/2019,27.57,31.98,27.290001,31.82,534498800
2,6/7/2019,31.940001,34.299999,31.059999,31.389999,387094900
2,6/14/2019,30.700001,31.360001,29.18,30.01,363335300
2,6/21/2019,29.65,30.959999,28.67,30.74,311954500
2,6/28/2019,31.08,32.040001,30.33,31.190001,171800100
2,7/5/2019,30.879999,34.029999,30.1,33.060001,268591300
2,7/12/2019,32.759998,34.860001,32.419998,33,285156400
2,7/19/2019,33.080002,34.360001,32.450001,33.669998,199585400
2,7/26/2019,34.23,34.77,29.1,29.860001,361692600
2,8/2/2019,29.48,34.27,27.65,33.919998,421178800
2,8/9/2019,33.450001,35.549999,29.209999,29.67,540426500
2,8/16/2019,30.309999,32.189999,30.209999,31.9,275100100
2,8/23/2019,31.299999,31.83,29.4,31.450001,287781500
2,8/30/2019,31.6,32.049999,30.68,31.5,182812100
2,9/6/2019,31.5,31.51,29.51,30.209999,258941000
2,9/13/2019,30.27,31.32,29.879999,30.290001,223649500
2,9/20/2019,30.360001,30.799999,28.549999,29.469999,296267400
2,9/27/2019,29.17,29.77,27.43,28.68,228434400
2,10/4/2019,28.83,29.629999,27.92,28.379999,194371200
2,10/11/2019,28.83,31.41,28.809999,31.139999,232020100
2,10/18/2019,31.059999,32.259998,30.290001,31.719999,182439900
2,10/25/2019,31.9,34.34,31.83,33.93,321402900
3,1/1/2016,656.289978,657.719971,605.210022,607.940002,27541200
3,1/8/2016,619.659973,625.98999,569.880005,593,30021800
3,1/15/2016,572.23999,588.809998,547.179993,575.02002,25510300
3,1/22/2016,588.72998,638.059998,578.780029,635.349976,32450000
3,1/29/2016,571.97998,593,519.219971,536.26001,43592500
3,2/5/2016,529.280029,529.450012,474,503.820007,40795900
3,2/12/2016,510.700012,541.200012,501.48999,525,20062300
3,2/19/2016,520.710022,560.650024,515.349976,555.150024,25349300
3,2/26/2016,560.119995,585,552.51001,577.48999,21384400
3,3/4/2016,581.070007,581.400024,547.900024,558.929993,21370600
3,3/11/2016,566.950012,581.52002,555.01001,559.440002,20568100
3,3/18/2016,560.940002,583.549988,538.580017,582.950012,25622400
3,3/25/2016,584.400024,603.23999,575.559998,593.640015,14086400
3,4/1/2016,590.48999,602.390015,585.25,591.429993,13736000
3,4/8/2016,594.320007,624.380005,589,620.75,15677700
3,4/15/2016,621.919983,638.01001,618.109985,631,16510200
3,4/22/2016,624.469971,628.25,599.200012,602,22229600
3,4/29/2016,666,685.5,654,659.090027,31332200
3,5/6/2016,656.049988,722.450012,656.01001,717.929993,26839500
3,5/13/2016,714.640015,719.25,688.76001,698.52002,22626500
3,5/20/2016,701.049988,715,696.419983,714.909973,14259500
3,5/27/2016,715,728.280029,711.099976,728.23999,12157200
3,6/3/2016,726.73999,731.5,718.429993,727.650024,13198300
3,6/10/2016,722.349976,724.97998,705.299988,717.51001,15092200
3,6/17/2016,718.190002,722.119995,699.179993,722.080017,16798000
3,6/24/2016,693,719.5,682.119995,715.619995,23162700
3,7/1/2016,717.320007,739.549988,716.539978,736.570007,12235800
3,7/8/2016,740.140015,757.340027,738,741.200012,18781000
3,7/15/2016,746.549988,749.359985,728.719971,744.429993,12824200
3,7/22/2016,747.789978,753.359985,732.75,752.609985,18017400
3,7/29/2016,765,770.5,750.349976,760.77002,20718300
3,8/5/2016,764.809998,773.75,761.02002,771.23999,10190800
3,8/12/2016,768.460022,773.150024,759.200012,764.460022,8636300
3,8/19/2016,761.900024,764.700012,752.099976,759.219971,8913700
3,8/26/2016,760.049988,774.97998,759.799988,770.619995,10110700
3,9/2/2016,774.109985,790.789978,770.219971,784.059998,10356700
3,9/9/2016,779.359985,781,756,769.690002,16056200
3,9/16/2016,773.280029,805.890015,771,804.700012,16531100
3,9/23/2016,803.130005,837.5,797.150024,829.049988,18168800
3,9/30/2016,832.609985,847.210022,830.26001,841.659973,16303400
3,10/7/2016,845.789978,845.950012,821.210022,829.280029,13313300
3,10/14/2016,835.080017,835.73999,803.099976,810.320007,14116500
3,10/21/2016,809.359985,843.090027,809,818.359985,21506800
3,10/28/2016,782,800.840027,763.549988,767.030029,30458800
3,11/4/2016,762.789978,791.73999,717.700012,742.380005,35829000
3,11/11/2016,735.72998,757.5,710.099976,756.400024,28038800
3,11/18/2016,761,792.400024,757.640015,780.119995,17839600
3,11/25/2016,786.5,786.75,738.030029,743.650024,18840100
3,12/2/2016,743.400024,773.789978,736.700012,767.330017,18545200
